ko03263	Virion - Enterovirus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03264	Virion - Flavivirus and Alphavirus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03265	Virion - Ebolavirus, Lyssavirus and Morbillivirus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03266	Virion - Herpesvirus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03267	Virion - Adenovirus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03268	Virion - Orthopoxvirus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03271	Virion - Rotavirus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03272	Virion - Hepatitis viruses	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03273	Virion - Lassa virus and SFTS virus	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03310	Nuclear receptors	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03320	PPAR signaling pathway	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03400	DNA repair and recombination proteins	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03410	Base excision repair	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03420	Nucleotide excision repair	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03430	Mismatch repair	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03440	Homologous recombination	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03450	Non-homologous end-joining	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko03460	Fanconi anemia pathway	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04010	MAPK signaling pathway	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04011	MAPK signaling pathway - yeast	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04012	ErbB signaling pathway	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04013	MAPK signaling pathway - fly	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04014	Ras signaling pathway	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04015	Rap1 signaling pathway	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04016	MAPK signaling pathway - plant	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04020	Calcium signaling pathway	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04022	cGMP-PKG signaling pathway	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04024	cAMP signaling pathway	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
ko04030	G protein-coupled receptors	2022-12-26 00:00:00.000000	2022-12-26 00:00:00.000000
